STEP 0; UNIT Opportunity; POSITION [13,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 323; UNIT Opportunity; POSITION [20,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 323; UNIT roverlyDope; POSITION [9,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 324; UNIT Opportunity; POSITION [20,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 324; UNIT roverlyDope; POSITION [10,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 325; UNIT Opportunity; POSITION [21,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 325; UNIT roverlyDope; POSITION [10,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 326; UNIT Opportunity; POSITION [21,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 326; UNIT roverlyDope; POSITION [9,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 327; UNIT Opportunity; POSITION [21,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 327; UNIT roverlyDope; POSITION [9,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 328; UNIT Opportunity; POSITION [21,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 328; UNIT roverlyDope; POSITION [10,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 329; UNIT Opportunity; POSITION [20,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 329; UNIT roverlyDope; POSITION [11,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 330; UNIT Opportunity; POSITION [21,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 330; UNIT roverlyDope; POSITION [10,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 331; UNIT Opportunity; POSITION [20,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 331; UNIT roverlyDope; POSITION [11,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 332; UNIT Opportunity; POSITION [21,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 332; UNIT roverlyDope; POSITION [12,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 333; UNIT Opportunity; POSITION [21,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 333; UNIT roverlyDope; POSITION [12,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 334; UNIT Opportunity; POSITION [21,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 334; UNIT roverlyDope; POSITION [13,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 335; UNIT Opportunity; POSITION [20,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 335; UNIT roverlyDope; POSITION [12,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 336; UNIT Opportunity; POSITION [19,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 336; UNIT roverlyDope; POSITION [11,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 337; UNIT Opportunity; POSITION [20,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 337; UNIT roverlyDope; POSITION [10,21]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 338; UNIT Opportunity; POSITION [20,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 338; UNIT roverlyDope; POSITION [11,22]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 339; UNIT Opportunity; POSITION [19,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 339; UNIT roverlyDope; POSITION [10,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 340; UNIT Opportunity; POSITION [18,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 340; UNIT roverlyDope; POSITION [9,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 341; UNIT Opportunity; POSITION [17,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 341; UNIT roverlyDope; POSITION [9,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 342; UNIT Opportunity; POSITION [18,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 342; UNIT roverlyDope; POSITION [9,26]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 343; UNIT Opportunity; POSITION [19,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 343; UNIT roverlyDope; POSITION [10,26]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 344; UNIT Opportunity; POSITION [20,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 344; UNIT roverlyDope; POSITION [9,26]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 345; UNIT Opportunity; POSITION [20,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 345; UNIT roverlyDope; POSITION [10,26]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 346; UNIT Opportunity; POSITION [20,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 346; UNIT roverlyDope; POSITION [9,26]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 347; UNIT Opportunity; POSITION [21,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 347; UNIT roverlyDope; POSITION [8,26]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 348; UNIT Opportunity; POSITION [21,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 348; UNIT roverlyDope; POSITION [7,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 349; UNIT Opportunity; POSITION [20,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 349; UNIT roverlyDope; POSITION [6,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 350; UNIT Opportunity; POSITION [21,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 350; UNIT roverlyDope; POSITION [7,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 351; UNIT Opportunity; POSITION [21,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 351; UNIT roverlyDope; POSITION [6,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 352; UNIT Opportunity; POSITION [20,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 352; UNIT roverlyDope; POSITION [7,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 353; UNIT Opportunity; POSITION [20,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 353; UNIT roverlyDope; POSITION [6,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 354; UNIT Opportunity; POSITION [21,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 354; UNIT roverlyDope; POSITION [5,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 355; UNIT Opportunity; POSITION [21,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 355; UNIT roverlyDope; POSITION [4,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 356; UNIT Opportunity; POSITION [22,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 356; UNIT roverlyDope; POSITION [5,26]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 357; UNIT Opportunity; POSITION [21,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 357; UNIT roverlyDope; POSITION [6,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 358; UNIT Opportunity; POSITION [21,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 358; UNIT roverlyDope; POSITION [7,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 359; UNIT Opportunity; POSITION [21,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 359; UNIT roverlyDope; POSITION [7,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 360; UNIT Opportunity; POSITION [22,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 360; UNIT roverlyDope; POSITION [8,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 361; UNIT Opportunity; POSITION [21,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 361; UNIT roverlyDope; POSITION [9,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 362; UNIT Opportunity; POSITION [20,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 362; UNIT roverlyDope; POSITION [8,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 363; UNIT Opportunity; POSITION [19,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 363; UNIT roverlyDope; POSITION [7,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 364; UNIT Opportunity; POSITION [18,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 364; UNIT roverlyDope; POSITION [8,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 365; UNIT Opportunity; POSITION [18,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 365; UNIT roverlyDope; POSITION [8,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 366; UNIT Opportunity; POSITION [19,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 366; UNIT roverlyDope; POSITION [9,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 367; UNIT Opportunity; POSITION [18,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 367; UNIT roverlyDope; POSITION [9,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 368; UNIT Opportunity; POSITION [18,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 368; UNIT roverlyDope; POSITION [9,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 369; UNIT Opportunity; POSITION [17,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 369; UNIT roverlyDope; POSITION [9,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 370; UNIT Opportunity; POSITION [16,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 370; UNIT roverlyDope; POSITION [9,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 371; UNIT Opportunity; POSITION [17,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 371; UNIT roverlyDope; POSITION [9,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 372; UNIT Opportunity; POSITION [17,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 372; UNIT roverlyDope; POSITION [10,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 373; UNIT Opportunity; POSITION [16,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 373; UNIT roverlyDope; POSITION [9,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 374; UNIT Opportunity; POSITION [17,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 374; UNIT roverlyDope; POSITION [10,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 375; UNIT Opportunity; POSITION [16,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 375; UNIT roverlyDope; POSITION [11,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 376; UNIT Opportunity; POSITION [17,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 376; UNIT roverlyDope; POSITION [10,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 377; UNIT Opportunity; POSITION [17,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 377; UNIT roverlyDope; POSITION [9,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 378; UNIT Opportunity; POSITION [16,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 378; UNIT roverlyDope; POSITION [9,25]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 379; UNIT Opportunity; POSITION [15,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 379; UNIT roverlyDope; POSITION [10,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
