STEP 0; EVENT position; UNIT Opportunity; POSITION [13,11]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 58; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 59; EVENT position; UNIT Opportunity; POSITION [12,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 59; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 60; EVENT position; UNIT Opportunity; POSITION [13,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 60; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 61; EVENT position; UNIT Opportunity; POSITION [13,8]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 61; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 62; EVENT position; UNIT Opportunity; POSITION [12,8]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 62; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 63; EVENT position; UNIT Opportunity; POSITION [11,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 63; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 64; EVENT position; UNIT Opportunity; POSITION [12,6]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 64; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 65; EVENT position; UNIT Opportunity; POSITION [11,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 65; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 66; EVENT position; UNIT Opportunity; POSITION [10,6]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 66; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 67; EVENT position; UNIT Opportunity; POSITION [11,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 67; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 68; EVENT position; UNIT Opportunity; POSITION [12,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 68; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 69; EVENT position; UNIT Opportunity; POSITION [11,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 69; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 70; EVENT position; UNIT Opportunity; POSITION [10,8]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 70; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 71; EVENT position; UNIT Opportunity; POSITION [9,8]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 71; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 72; EVENT position; UNIT Opportunity; POSITION [8,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 72; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 73; EVENT position; UNIT Opportunity; POSITION [8,6]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 73; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 74; EVENT position; UNIT Opportunity; POSITION [7,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 74; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 75; EVENT position; UNIT Opportunity; POSITION [7,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 75; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 76; EVENT position; UNIT Opportunity; POSITION [8,8]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 76; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 77; EVENT position; UNIT Opportunity; POSITION [9,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 77; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 78; EVENT position; UNIT Opportunity; POSITION [8,8]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 78; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 79; EVENT position; UNIT Opportunity; POSITION [9,9]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 79; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 80; EVENT position; UNIT Opportunity; POSITION [9,8]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 80; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 81; EVENT position; UNIT Opportunity; POSITION [8,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 81; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 82; EVENT position; UNIT Opportunity; POSITION [8,8]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 82; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 83; EVENT position; UNIT Opportunity; POSITION [8,9]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 83; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 84; EVENT position; UNIT Opportunity; POSITION [8,10]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 84; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 85; EVENT position; UNIT Opportunity; POSITION [8,9]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 85; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 86; EVENT position; UNIT Opportunity; POSITION [8,10]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 86; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 87; EVENT position; UNIT Opportunity; POSITION [7,10]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 87; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 88; EVENT position; UNIT Opportunity; POSITION [7,10]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 88; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 89; EVENT position; UNIT Opportunity; POSITION [6,10]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 89; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 90; EVENT position; UNIT Opportunity; POSITION [6,11]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 90; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 91; EVENT position; UNIT Opportunity; POSITION [5,11]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 91; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 92; EVENT position; UNIT Opportunity; POSITION [4,10]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 92; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 93; EVENT position; UNIT Opportunity; POSITION [5,9]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 93; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 94; EVENT position; UNIT Opportunity; POSITION [4,10]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 94; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 95; EVENT position; UNIT Opportunity; POSITION [4,10]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 95; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 96; EVENT position; UNIT Opportunity; POSITION [4,10]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 96; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 97; EVENT position; UNIT Opportunity; POSITION [5,9]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 97; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 98; EVENT position; UNIT Opportunity; POSITION [6,8]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 98; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
STEP 99; EVENT position; UNIT Opportunity; POSITION [6,7]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine
STEP 99; EVENT position; UNIT roverlyDope; POSITION [50,50]; CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine
